160.0,120.0
160.0,120.0
161.0,120.0
162.0,119.0
164.0,118.0
166.0,118.0
169.0,118.0
172.0,118.0
176.0,118.0
180.0,118.0
185.0,117.0
190.0,116.0
194.0,116.0
199.0,116.0
204.0,117.0
209.0,116.0
213.0,117.0
217.0,117.0
220.0,117.0
223.0,117.0
224.0,118.0
226.0,118.0
226.0,118.0
225.0,118.0
223.0,118.0
220.0,117.0
216.0,116.0
211.0,115.0
206.0,114.0
199.0,114.0
191.0,114.0
183.0,114.0
174.0,117.0
166.0,117.0
150.0,118.0
145.0,118.0
140.0,119.0
135.0,119.0
132.0,119.0
129.0,119.0
130.0,119.0
131.0,119.0
135.0,118.0
140.0,118.0
153.0,115.0
162.0,113.0
171.0,113.0
192.0,113.0
202.0,112.0
213.0,114.0
232.0,116.0
239.0,118.0
246.0,120.0
256.0,126.0
259.0,127.0
260.0,127.0
257.0,127.0
253.0,123.0
247.0,122.0
229.0,117.0
217.0,115.0
192.0,115.0
174.0,115.0
160.0,114.0
136.0,117.0
122.0,122.0
102.0,127.0
94.0,128.0
82.0,131.0
77.0,134.0
71.0,138.0
71.0,139.0
79.0,135.0
83.0,132.0
94.0,129.0
109.0,122.0
127.0,116.0
136.0,116.0
156.0,114.0
176.0,112.0
195.0,113.0
203.0,113.0
218.0,115.0
230.0,117.0
237.0,119.0
238.0,120.0
238.0,120.0
234.0,119.0
227.0,118.0
224.0,116.0
215.0,115.0
206.0,113.0
196.0,114.0
186.0,113.0
176.0,113.0
171.0,114.0
162.0,115.0
154.0,115.0
148.0,115.0
146.0,115.0
145.0,116.0
145.0,116.0
146.0,116.0
148.0,116.0
151.0,115.0
152.0,115.0
153.0,115.0
153.0,115.0
153.0,115.0
153.0,115.0
