62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
62.0,87.5
63.0,87.5
63.0,87.5
65.0,87.5
66.0,87.5
69.0,86.5
72.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
64.0,88.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
76.0,86.5
57.0,98.5
73.0,89.5
68.0,85.5
57.0,98.5
65.0,93.5
57.0,97.5
57.0,97.5
57.0,97.5
57.0,97.5
56.0,97.5
55.0,97.5
55.0,97.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
77.0,86.5
57.0,98.5
77.0,86.5
77.0,86.5
57.0,97.5
57.0,97.5
57.0,97.5
57.0,97.5
57.0,97.5
58.0,97.5
57.0,97.5
57.0,97.5
77.0,87.5
77.0,87.5
77.0,87.5
77.0,87.5
58.0,100.5
56.0,98.5
54.0,96.5
40.0,89.5
37.0,89.5
36.0,94.5
36.0,94.5
36.0,94.5
36.0,94.5
57.0,95.5
58.0,95.5
57.0,99.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
59.0,100.5
57.0,98.5
57.0,98.5
58.0,98.5
58.0,99.5
59.0,99.5
58.0,99.5
59.0,99.5
57.0,100.5
59.0,100.5
58.0,100.5
57.0,100.5
57.0,100.5
54.0,100.5
78.0,99.5
62.0,99.5
